index,accuracies,fmeasures,aucs
1,0.6343283582089553,0.6075548383240691,0.743336794738664
2,0.6940298507462687,0.6422012373819603,0.7987012987012987
3,0.5671641791044776,0.524822695035461,0.7043859649122807
4,0.664179104477612,0.6256286086794561,0.7627522935779816
5,0.6119402985074627,0.5780038759689923,0.7152293577981652
6,0.664179104477612,0.633100091268634,0.7620283835237107
7,0.7164179104477612,0.694357743097239,0.7922794117647058
8,0.6567164179104478,0.6061845131612573,0.6686371100164203
9,0.6343283582089553,0.6004867660480682,0.7609848484848486
10,0.664179104477612,0.6395911780527165,0.7745956873315365
11,0.6791044776119403,0.6422673371825914,0.7575285565939771
12,0.582089552238806,0.541208119344583,0.7134428992836072
13,0.6716417910447762,0.6543151969981238,0.7751331036642656
14,0.6268656716417911,0.577020202020202,0.7058362710536624
15,0.664179104477612,0.6170699180796342,0.7628280454367411
16,0.6791044776119403,0.6526195213118707,0.7840296495956873
17,0.664179104477612,0.6395911780527165,0.7160216021602162
18,0.6567164179104478,0.5958562811434566,0.7066196631414022
19,0.7164179104477612,0.6705486542443064,0.7670474212530287
20,0.6417910447761194,0.6027667984189724,0.7335779816513761
21,0.6567164179104478,0.6193181818181819,0.7432336182336182
22,0.6417910447761194,0.620127569099929,0.7336538461538461
23,0.6044776119402985,0.5877401753062054,0.7096153846153845
24,0.6940298507462687,0.6589060656857267,0.7807199723087574
25,0.6343283582089553,0.6075548383240691,0.7167487684729063
26,0.7164179104477612,0.6916182170542635,0.7929846539304728
27,0.7014925373134329,0.680952380952381,0.7431972789115647
28,0.5895522388059702,0.5663430420711975,0.7014537902388369
29,0.6194029850746269,0.5948301416968045,0.6955128205128206
30,0.6044776119402985,0.5636251920122888,0.6798165137614679
