index,accuracies,fmeasures,aucs
1,0.6644295302013423,0.6307494052339413,0.7872053872053871
2,0.62751677852349,0.5961911737776964,0.7581208257437765
3,0.5838926174496645,0.5498050682261209,0.7351666666666667
4,0.5805369127516778,0.547073915105237,0.7331666666666667
5,0.62751677852349,0.5993604883543475,0.7645716423494202
6,0.5906040268456376,0.5604932301740813,0.7460483870967742
7,0.6543624161073825,0.6359603866453182,0.7799145299145299
8,0.6208053691275168,0.5798889651300605,0.7571666666666668
9,0.6174496644295302,0.5937335565654149,0.7567882361505424
10,0.6174496644295302,0.5826945754716981,0.7710843373493976
11,0.587248322147651,0.572692617074109,0.7344193124437988
12,0.6174496644295302,0.6054355400696865,0.730200501253133
13,0.6040268456375839,0.5848798224488833,0.7327938023102993
14,0.6140939597315436,0.5935480045069086,0.7391229162343502
15,0.6040268456375839,0.5680522798742138,0.7649402390438247
16,0.5973154362416108,0.5778438872361524,0.7434626436781608
17,0.5906040268456376,0.5637000768049155,0.7283697632058288
18,0.6308724832214765,0.6079885194929443,0.749671439441101
19,0.6006711409395973,0.58198856603996,0.7306840976689493
20,0.6442953020134228,0.6135929931007487,0.7599912644682244
21,0.5973154362416108,0.5814606741573034,0.7272543059777102
22,0.5704697986577181,0.5453852021357742,0.7165960723912206
23,0.62751677852349,0.611226684531575,0.7571447649572649
24,0.540268456375839,0.5126010290939913,0.70075
25,0.6409395973154363,0.6137979482334701,0.7713110577273058
26,0.6342281879194631,0.6193054627708824,0.7475063938618927
27,0.6644295302013423,0.6158209570957096,0.7831666666666668
28,0.6409395973154363,0.6074844586692928,0.7742395071236041
29,0.5268456375838926,0.491079539260928,0.6848609211126311
30,0.5906040268456376,0.5588078248628707,0.7468240308171461
