index,accuracies,fmeasures,aucs
1,0.5576923076923077,0.5047619047619047,0.7142857142857143
2,0.5576923076923077,0.5282051282051282,0.7386363636363636
3,0.5288461538461539,0.48912280701754385,0.7307692307692308
4,0.5192307692307693,0.481658692185008,0.692063492063492
5,0.5576923076923077,0.5047619047619047,0.75
6,0.47115384615384615,0.4528933524629364,0.6910112359550562
7,0.5,0.4477124183006536,0.7234042553191489
8,0.5192307692307693,0.4871794871794872,0.7222222222222222
9,0.5192307692307693,0.4967092528068138,0.7159090909090908
10,0.5576923076923077,0.511437908496732,0.7472527472527473
11,0.5480769230769231,0.5099749373433584,0.7388888888888889
12,0.5096153846153846,0.5040673211781206,0.6927710843373494
13,0.49038461538461536,0.4252945469711188,0.7239583333333333
14,0.6153846153846154,0.5561246265471618,0.7802197802197802
15,0.5192307692307693,0.481658692185008,0.7252747252747253
16,0.5096153846153846,0.48439778361038205,0.7134831460674158
17,0.47115384615384615,0.3945167778130623,0.650220913107511
18,0.5576923076923077,0.5231259968102073,0.7415730337078652
19,0.47115384615384615,0.4439583940896277,0.6978021978021978
20,0.5480769230769231,0.4649151614668856,0.7552083333333334
21,0.5288461538461539,0.4686685434261286,0.7393617021276595
22,0.49038461538461536,0.4406900050735667,0.7180851063829787
23,0.5096153846153846,0.4682706766917293,0.7228260869565217
24,0.5,0.45461879790238,0.7204301075268817
25,0.5769230769230769,0.519327731092437,0.7608695652173914
26,0.5384615384615384,0.5207373271889401,0.7209302325581395
27,0.5769230769230769,0.5262939958592132,0.7582417582417582
28,0.5192307692307693,0.4871794871794872,0.6913857677902622
29,0.5576923076923077,0.489543320529236,0.7126099706744868
30,0.5096153846153846,0.4961527500712454,0.7034883720930232
