index,accuracies,fmeasures,aucs
1,0.8448275862068966,0.8211408314534322,0.47115384615384615
2,0.8275862068965517,0.8402961980548188,0.5433962264150943
3,0.896551724137931,0.896551724137931,0.6716981132075471
4,0.8275862068965517,0.8432010409889396,0.4444444444444444
5,0.896551724137931,0.860632183908046,0.5714285714285714
6,0.896551724137931,0.8476489028213167,0.5
7,0.8275862068965517,0.749512036434613,0.5
8,0.7586206896551724,0.7883705206220419,0.41509433962264153
9,0.8793103448275862,0.8486052923693916,0.5616246498599439
10,0.8103448275862069,0.8264936838511437,0.5993589743589743
11,0.8448275862068966,0.8385132109270041,0.5448717948717949
12,0.8275862068965517,0.8366379310344827,0.6554621848739496
13,0.8275862068965517,0.8148762157382847,0.5322128851540616
14,0.8448275862068966,0.8291828693569571,0.5949999999999999
15,0.8793103448275862,0.8551091426763683,0.4811320754716981
16,0.8793103448275862,0.8608873133526695,0.5641025641025641
17,0.896551724137931,0.8476489028213167,0.5
18,0.8275862068965517,0.8275862068965517,0.6375000000000001
19,0.8448275862068966,0.8385132109270041,0.5448717948717949
20,0.8793103448275862,0.8731693343359473,0.5716981132075472
21,0.7758620689655172,0.7567770570160465,0.5045351473922903
22,0.8793103448275862,0.8486052923693916,0.5616246498599439
23,0.8448275862068966,0.7879982086878639,0.55
24,0.6724137931034483,0.7528171398171882,0.5925925925925926
25,0.9137931034482759,0.9006337952519068,0.6570512820512819
26,0.7241379310344828,0.7678160919540231,0.5512820512820512
27,0.896551724137931,0.8639498432601881,0.49056603773584906
28,0.9310344827586207,0.9144088669950738,0.4909090909090909
29,0.8793103448275862,0.8752543071257501,0.6848739495798319
30,0.9137931034482759,0.8965065304831202,0.590566037735849
