index,accuracies,fmeasures,aucs
1,0.8422818791946308,0.839329731263738,0.7204264870931538
2,0.8288590604026845,0.821041515675092,0.671979356405586
3,0.8288590604026845,0.835731126493963,0.7296666666666668
4,0.7583892617449665,0.7794414638624264,0.67925
5,0.8758389261744967,0.8714357341774446,0.762102506546951
6,0.8322147651006712,0.843449191840835,0.7874193548387096
7,0.8221476510067114,0.8194727888507938,0.7221554487179488
8,0.8590604026845637,0.8506449244966443,0.68875
9,0.8456375838926175,0.832290998792208,0.6835553614326272
10,0.889261744966443,0.879468782655073,0.7288337021555611
11,0.802013422818792,0.8133371403597985,0.7720481427682091
12,0.802013422818792,0.8015178563976245,0.7221177944862155
13,0.8120805369127517,0.8142637282434513,0.723594106661133
14,0.8288590604026845,0.8071092819570992,0.6489243964861312
15,0.8791946308724832,0.8702629936007492,0.7121302025938798
16,0.8288590604026845,0.830478120081767,0.736853448275862
17,0.7953020134228188,0.8097774024953048,0.7524286581663631
18,0.7248322147651006,0.7502498474193834,0.7600470360379056
19,0.8355704697986577,0.8126100890935765,0.6531438057688317
20,0.825503355704698,0.8084480850019221,0.6443182645410206
21,0.825503355704698,0.8274390068266267,0.7499493414387033
22,0.7785234899328859,0.7932642177075739,0.7100500577589526
23,0.8187919463087249,0.8187919463087249,0.7313701923076923
24,0.8456375838926175,0.8234455317041516,0.6134166666666666
25,0.825503355704698,0.8018870291990684,0.6242265414573779
26,0.8053691275167785,0.8021306342935517,0.7081841432225063
27,0.8422818791946308,0.8257100905585989,0.62825
28,0.8657718120805369,0.8453073620858856,0.6670003850596842
29,0.8087248322147651,0.8187817161255104,0.6755585955312358
30,0.8489932885906041,0.8496040305285035,0.7293254651258093
