index,accuracies,fmeasures,aucs
1,0.9038461538461539,0.9038461538461539,0.7802197802197802
2,0.7980769230769231,0.7511312217194571,0.4715909090909091
3,0.8653846153846154,0.8605072463768116,0.6593406593406593
4,0.8846153846153846,0.8808114961961115,0.7222222222222221
5,0.7788461538461539,0.7994420378236671,0.5851449275362318
6,0.8269230769230769,0.8155114116652579,0.5940074906367041
7,0.8461538461538461,0.8523197232874652,0.6021276595744681
8,0.8653846153846154,0.8315339631129105,0.5603174603174602
9,0.8365384615384616,0.7708417237213048,0.4943181818181818
10,0.7884615384615384,0.8046875,0.6153846153846154
11,0.8557692307692307,0.813259576887541,0.5246031746031745
12,0.8173076923076923,0.7741299523067477,0.5831899024670109
13,0.9038461538461539,0.8764568764568765,0.4895833333333333
14,0.8557692307692307,0.8532786885245902,0.6538461538461539
15,0.875,0.8678613396004701,0.6648351648351648
16,0.8557692307692307,0.836549760462804,0.6108614232209737
17,0.9615384615384616,0.9615384615384616,0.8468335787923417
18,0.8653846153846154,0.850752508361204,0.6441947565543071
19,0.8365384615384616,0.8391139758543074,0.6428571428571429
20,0.9038461538461539,0.8764568764568765,0.4895833333333333
21,0.8557692307692307,0.8588176529353001,0.6074468085106384
22,0.9230769230769231,0.9142628205128206,0.6893617021276596
23,0.8653846153846154,0.8450742240215925,0.5615942028985508
24,0.7019230769230769,0.7540332093786162,0.5928641251221896
25,0.8365384615384616,0.8171925540346592,0.5090579710144927
26,0.875,0.8440658049353702,0.6388888888888888
27,0.875,0.8617901706137,0.631868131868132
28,0.7980769230769231,0.7885323700240826,0.549438202247191
29,0.8846153846153846,0.8394819466248038,0.4946236559139785
30,0.7692307692307693,0.7311918850380389,0.4870801033591731
